iter	RMSE
780	1653.891901
781	1653.693843
782	1653.502597
783	1653.291127
784	1653.222664
785	1652.575066
786	1652.416246
787	1652.289302
788	1652.008824
789	1651.72773
790	1651.492097
791	1651.333522
792	1650.855402
793	1650.57924
794	1650.313422
795	1650.049926
796	1649.708592
797	1649.634356
798	1649.325803
799	1649.010278
800	1648.590564
801	1648.124489
802	1647.698618
803	1647.653136
804	1647.370958
805	1647.198059
806	1646.904959
807	1646.643172
808	1646.424578
809	1646.346068
810	1646.037846
811	1645.754238
812	1645.422721
813	1645.143425
814	1644.419452
815	1644.017064
816	1643.93544
817	1643.614085
818	1642.953771
819	1642.69903
820	1642.48723
821	1642.221057
822	1642.021048
823	1642.005179
824	1641.632769
825	1641.28853
826	1641.181462
827	1640.973927
828	1640.7437
829	1640.461982
830	1640.379684
831	1640.256137
832	1639.881742
833	1639.541543
834	1639.238731
835	1639.083241
836	1638.825682
837	1638.459492
838	1638.17801
839	1638.085837
840	1637.886265
841	1637.784055
842	1637.699014
843	1637.511327
844	1637.259705
845	1636.723008
846	1636.219563
847	1636.042112
848	1635.512511
849	1635.159839
850	1635.000761
851	1634.226486
852	1634.125768
853	1634.029516
854	1633.897516
855	1633.825618
856	1633.550953
857	1633.531858
858	1633.019996
859	1632.704897
860	1632.419934
861	1632.179653
862	1631.982597
863	1631.385306
864	1631.282569
865	1630.980462
866	1630.68424
867	1630.25478
868	1630.020903
869	1629.981332
870	1629.709346
871	1629.586719
872	1629.285944
873	1628.769925
874	1628.478784
875	1628.126213
876	1627.985027
877	1627.642193
878	1627.039523
879	1626.387327
880	1625.955725
881	1625.847573
882	1625.766268
883	1625.645606
884	1625.632834
885	1625.529061
886	1625.446937
887	1625.265898
888	1624.777535
889	1624.613199
890	1624.487908
891	1624.402448
892	1623.932087
893	1623.863391
894	1623.607026
895	1623.505361
896	1623.429237
897	1623.242319
898	1622.561909
899	1622.232485
900	1622.13668
901	1622.048464
902	1621.684701
903	1621.552311
904	1621.42224
905	1621.315294
906	1621.050169
907	1620.872451
908	1620.712308
909	1620.608057
910	1620.319803
911	1620.19561
912	1620.182391
913	1620.044193
914	1619.70056
915	1619.344371
916	1619.033894
917	1618.857886
918	1618.762379
919	1618.42477
920	1618.319428
921	1618.062745
922	1617.657219
923	1617.646009
924	1617.620701
925	1617.549808
926	1617.057976
927	1616.888926
928	1616.837008
929	1616.512549
930	1616.27087
931	1616.061787
932	1615.932204
933	1615.87731
934	1615.608382
935	1615.463699
936	1615.299626
937	1615.027723
938	1614.872366
939	1614.784776
940	1614.665575
941	1614.608382
942	1613.920854
943	1613.599453
944	1613.379683
945	1613.178097
946	1612.981009
947	1612.772637
948	1612.697642
949	1612.142097
950	1612.071479
951	1611.936838
952	1611.714441
953	1610.984939
954	1610.723056
955	1610.480095
956	1610.290347
957	1609.944051
958	1609.694055
959	1609.258592
960	1608.985842
961	1608.757706
962	1608.487348
963	1608.262195
964	1608.108434
965	1607.899685
966	1607.727667
967	1607.657921
968	1607.190496
969	1606.897297
970	1606.686836
971	1606.398197
972	1606.136929
973	1605.877189
974	1605.757281
975	1605.510819
976	1605.46011
977	1605.233718
978	1605.039406
979	1604.877226
980	1604.601178
981	1604.256252
982	1604.127334
983	1604.001482
984	1603.587158
985	1603.397058
986	1603.332282
987	1603.130536
988	1603.120696
989	1602.852545
990	1602.756325
991	1602.634384
992	1602.452515
993	1602.108908
994	1602.050325
995	1601.814665
996	1601.597655
997	1601.134198
998	1600.885224
999	1600.64977
